title_searched_item,query_searched_item,word2vec_wmd_title_similar_item,word2vec_wmd_query_similar_item,word2vec_cosine_similarity_title_similar_item,word2vec_cosine_similarity_query_similar_item,fasttext_cosine_similarity_title_similar_item,fasttext_cosine_similarity_query_similar_item
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,Dual Ports PS2 II Controller Console to PC USB Game Converter Adapter,PS2 controller USB,Dual Ports PS2 II Controller Console to PC USB Game Converter Adapter,PS2 controller USB,Dual Ports PS2 II Controller Console to PC USB Game Converter Adapter,PS2 controller USB
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,For PS1 PS2 PSX Playstation 2 Joypad Game Controller to PC USB Converter Adapter,PS2 controller USB,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,For PS1 PS2 PSX Playstation 2 Joypad Game Controller to PC USB Converter Adapter,PS2 controller USB
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,2015 new Black 2.4GHz Wireless Optical Mouse/Mice + USB Receiver for PC Laptop,wireless mouse,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,2.4 GHz Wireless Optical Mouse Mice + USB 2.0 Receiver for PC Laptop Black,wireless mouse,For PS1 PS2 PSX Playstation 2 Joypad Game Controller to PC USB Converter Adapter,PS2 controller USB,2015 new Black 2.4GHz Wireless Optical Mouse/Mice + USB Receiver for PC Laptop,wireless mouse
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,Black 2.4GHz Wireless Optical Mouse Mice+USB 2.0 Receiver For Laptop Desktop PC,wireless mouse,2015 new Black 2.4GHz Wireless Optical Mouse/Mice + USB Receiver for PC Laptop,wireless mouse,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,2.4 GHz Wireless Optical Mouse Mice + USB 2.0 Receiver for PC Laptop Black,wireless mouse,"Sony PlayStation 4 500GB, Dualshock Wireless Control, HDMI Gaming Console Refurb",playstation 4
PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,2.4GHz Cordless Wireless Optical Mouse Mice for Laptop PC Computer+USB Receiver,wireless mouse,Western Digital WD 500GB My Passport USB 3.0 Portable External Hard Drive,extenal hardisk 500 gb,Western Digital WD 500GB My Passport USB 3.0 Portable External Hard Drive,extenal hardisk 500 gb
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,1Pc New PS1 PS2 PSX to PC USB Game Controller Converter Adapter Blue,PS2 controller USB,1Pc New PS1 PS2 PSX to PC USB Game Controller Converter Adapter Blue,PS2 controller USB,Brand New Popular For PS2 Game Controller to PS3 PC USB Adapter Converter,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,New USB PC Game Controller Converter Adapter For PS2 to PS3 Sony Playstation,PS2 controller USB,PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,1Pc New PS1 PS2 PSX to PC USB Game Controller Converter Adapter Blue,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,Brand New Popular For PS2 Game Controller to PS3 PC USB Adapter Converter,PS2 controller USB,Brand New Popular For PS2 Game Controller to PS3 PC USB Adapter Converter,PS2 controller USB,New USB PC Game Controller Converter Adapter For PS2 to PS3 Sony Playstation,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,Applied Hotsale For Game Controller Gamepad USB Adapter Converter PS2 to PS3 PC,PS2 controller USB,Applied Hotsale For Game Controller Gamepad USB Adapter Converter PS2 to PS3 PC,PS2 controller USB,PC USB PS2 to PS3 Game Controller Adaptor Converter For PlayStation 2 3 PS2 PS3,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,For PS1 PS2 PSX Playstation 2 Joypad Game Controller to PC USB Converter Adapter,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,Applied Hotsale For Game Controller Gamepad USB Adapter Converter PS2 to PS3 PC,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,New USB PC Game Controller Converter Adapter For PS2 to PS3 Sony Playstation,PS2 controller USB,PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER #9748 EC,PS2 controller USB,For PS1 PS2 PSX Playstation 2 Joypad Game Controller to PC USB Converter Adapter,PS2 controller USB,Dual Ports PS2 II Controller Console to PC USB Game Converter Adapter,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER #9748 AP,PS2 controller USB,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER #9748 EC,PS2 controller USB,Dual PS1 PS2 PSX Controller Game Console Joystick To PC USB Converter Adapter BL,PS2 controller USB
PS1 PS2 To PC USB Game Controller Converter Adapter New,PS2 controller USB,PC USB PS2 to PS3 Game Controller Adaptor Converter For PlayStation 2 3 PS2 PS3,PS2 controller USB,Dual PS1 PS2 PSX Controller Game Console Joystick To PC USB Converter Adapter BL,PS2 controller USB,Sony Playstation 2 PS2 Controller to USB Adapter Converter for PS3 & Windows PC,PS2 controller USB
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,wd external hard drive 500GB,extenal hardisk 500 gb,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb,wd external hard drive 500GB,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Toshiba Canvio 500 GB Portable Hard Drive,extenal hardisk 500 gb,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb,"Seagate Expansion 500GB Portable Hard Drive, Bus Powered #STBX500100",extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb,wd external hard drive 500GB,extenal hardisk 500 gb,"Iomega eGo 500GB External 2.5 Portable Hard Drive HDD 31886500 Tested""",extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb,LaCie 500 GB Rugged External Hard Drive Neil Poulton *With USB/Cords AND Case*,extenal hardisk 500 gb,CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,LaCie 500 GB Rugged External Hard Drive Neil Poulton *With USB/Cords AND Case*,extenal hardisk 500 gb,CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,TOSHIBA CANVIO CONNECT 500GB  HDTC705XK3A1 EXTERNAL HARD DRIVE -FREE SHIPPING,extenal hardisk 500 gb,Toshiba Canvio 500 GB Portable Hard Drive,extenal hardisk 500 gb,LaCie 500 GB Rugged External Hard Drive Neil Poulton *With USB/Cords AND Case*,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,Wdbaar5000abk-00.  Western Digital 500GB external USB hard drive,extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb,Wdbaar5000abk-00.  Western Digital 500GB external USB hard drive,extenal hardisk 500 gb
Glyph GT050Q Hard Drive 500GB,extenal hardisk 500 gb,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb,Iomega Prestige External Hard Drive 500GB LDHD-UP GRAY 31763600 FREE SHIPPING!!!,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive 5400 RPM,extenal hardisk 500 gb,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,NEW Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb,Western Digital WD 500GB My Passport USB 3.0 Portable External Hard Drive,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb,Toshiba Canvio 500 GB Portable Hard Drive,extenal hardisk 500 gb,"Iomega eGo 500GB External 2.5 Portable Hard Drive HDD 31886500 Tested""",extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,Western Digital WD 500GB My Passport USB 3.0 Portable External Hard Drive,extenal hardisk 500 gb,NEW Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,WESTERN DIGITAL MY PASSPORT ESSENTIAL 500GB USB 2.0 PORTABLE EXTERNAL HARD DRIVE,extenal hardisk 500 gb,Wdbaar5000abk-00.  Western Digital 500GB external USB hard drive,extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive 5400 RPM,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,"Buffalo DriveStation HD-CE500U2 500GB USB 2.0 3.5 External Hard Drive HDD""",extenal hardisk 500 gb,Toshiba Canvio Connect 500 GB Portable External Hard Drive 5400 RPM,extenal hardisk 500 gb,NEW Toshiba Canvio Connect 500 GB Portable External Hard Drive HDTC705XK3A1 3.0,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,Wdbaar5000abk-00.  Western Digital 500GB external USB hard drive,extenal hardisk 500 gb,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb
CAVALRY USB EXTERNAL PORTABLE HARD DRIVE (500 GB) BLACK - MODEL CAUG25500B,extenal hardisk 500 gb,"Iomega eGo 500GB External 2.5 Portable Hard Drive HDD 31886500 Tested""",extenal hardisk 500 gb,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb,WESTERN DIGITAL MY PASSPORT ESSENTIAL 500GB USB 2.0 PORTABLE EXTERNAL HARD DRIVE,extenal hardisk 500 gb
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,Panasonic ES8243A E Arc4 Men's Electric Shaver Wet/Dry,shaver panasonic,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,Toshiba Canvio Basics 500GB USB 3.0 External Hard Drive #HDTB205XK3AA,extenal hardisk 500 gb,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"Marvel Legends Infinite 6 THE AMAZING SPIDER-MAN Loose 100% Complete""",spiderman,2.4 GHz Wireless Optical Mouse Mice + USB 2.0 Receiver for PC Laptop Black,wireless mouse,2.4 GHz Wireless Optical Mouse Mice + USB 2.0 Receiver for PC Laptop Black,wireless mouse
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,New high qualtiy PS1 PS2 PSX to PC USB CONTROLLER ADAPTER CONVERTER SY,PS2 controller USB,Panasonic ES8243A E Arc4 Men's Electric Shaver Wet/Dry,shaver panasonic,Black 2.4GHz Wireless Optical Mouse Mice+USB 2.0 Receiver For Laptop Desktop PC,wireless mouse
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,"Evenflo Convertible High Chair, Dottie Rose BRAND NEW fast shipping",high chairs,2015 new Black 2.4GHz Wireless Optical Mouse/Mice + USB Receiver for PC Laptop,wireless mouse,2015 new Black 2.4GHz Wireless Optical Mouse/Mice + USB Receiver for PC Laptop,wireless mouse
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,2.4 GHz Wireless Optical Mouse Mice + USB 2.0 Receiver for PC Laptop Black,wireless mouse,Dual Ports PS2 II Controller Console to PC USB Game Converter Adapter,PS2 controller USB,2.4GHz Cordless Wireless Optical Mouse Mice for Laptop PC Computer+USB Receiver,wireless mouse
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,Black 2.4GHz Wireless Optical Mouse Mice+USB 2.0 Receiver For Laptop Desktop PC,wireless mouse,PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB,Panasonic ES8243A E Arc4 Men's Electric Shaver Wet/Dry,shaver panasonic
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,Wooden Dining Chairs Dinner Room Furniture Kitchen Ideas Dinette (Sets of 2) New,white plain dinner set,Black 2.4GHz Wireless Optical Mouse Mice+USB 2.0 Receiver For Laptop Desktop PC,wireless mouse,PS1 PS2 PSX to PC USB Dual Controller Adapter Converter,PS2 controller USB
"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,500ML Aroma Diffuser Atomizer Air Humidifier LED Ultrasonic Purifier Lonizer,aroma diffuser,Controller Guitar adapter USB converter for PS2 to PS3,PS2 controller USB,D-Link DIR-657 300 Mbps 4-Port Gigabit Wireless N Router Hd Media Router 1000,routers
